MID,Q1c1,Q1c2,Q1c3,Q1c4,Q1c5,Q1c6,Q1c7,Q1c8,Q1c9,Q1c10,Q1c11,Q1c12,Q1c13,Q1c14,Q1c15,Q1c16,Q1t15,Q1_1,Q5_1t1,Q6s1c1,Q6s1c2,Q6s1c3,Q6s1c4,Q6s1c5,Q6s1c6,Q6s1c7,Q6s1c8,Q6s1c9,Q6s1c10,Q6s2c1,Q6s2c2,Q6s2c3,Q6s2c4,Q6s2c5,Q6s2c6,Q6s2c7,Q6s2c8,Q6s2c9,Q6s2c10,Q6s3c1,Q6s3c2,Q6s3c3,Q6s3c4,Q6s3c5,Q6s3c6,Q6s3c7,Q6s3c8,Q6s3c9,Q6s3c10,Q6s4c1,Q6s4c2,Q6s4c3,Q6s4c4,Q6s4c5,Q6s4c6,Q6s4c7,Q6s4c8,Q6s4c9,Q6s4c10,Q6s5c1,Q6s5c2,Q6s5c3,Q6s5c4,Q6s5c5,Q6s5c6,Q6s5c7,Q6s5c8,Q6s5c9,Q6s5c10,Q6s6c1,Q6s6c2,Q6s6c3,Q6s6c4,Q6s6c5,Q6s6c6,Q6s6c7,Q6s6c8,Q6s6c9,Q6s6c10,Q6s7c1,Q6s7c2,Q6s7c3,Q6s7c4,Q6s7c5,Q6s7c6,Q6s7c7,Q6s7c8,Q6s7c9,Q6s7c10,Q6s8c1,Q6s8c2,Q6s8c3,Q6s8c4,Q6s8c5,Q6s8c6,Q6s8c7,Q6s8c8,Q6s8c9,Q6s8c10,Q6s9c1,Q6s9c2,Q6s9c3,Q6s9c4,Q6s9c5,Q6s9c6,Q6s9c7,Q6s9c8,Q6s9c9,Q6s9c10,Q6s10c1,Q6s10c2,Q6s10c3,Q6s10c4,Q6s10c5,Q6s10c6,Q6s10c7,Q6s10c8,Q6s10c9,Q6s10c10,Q6ht9,FS1,FS2t1,BLK,af2,SC3,SC4s1,SC4s2,SC4s3,SC4s4,SC4s5,SC4s6,SC4s7,SC4s8,SC4s9,SC4s10,SC4s11,asc5s1,nsc5s1,SC7c1,SC7c2,SC7c3,SC7c4,SC7c5,SC7c6,SC7c7,SC7c8,SC7t8,SC8c1,SC8c2,SC8c3,SC8c4,SC8c5,SC8c6,SC8c7,SC8c8,SC8c9,SC8c10,SC8c11,SC8t10,nsc9c1,nsc9c2,nsc9c3,nsc9c4,nsc9c5,nsc9c6,nsc9c7,nsc9c8,nsc9c9,nsc9c10,nsc9c11,asc10
E4kjT6CuPi1ZTaMBAb$cxw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,12,うまい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,5,2,4,2,3,3,3,3,3,2,3,5,4,4,4,1,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
E6WmEG_lZapwY5MyiSAVzQ,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,ほどよい辛さで、お酒のおつまみにもなるから,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,3,2,4,3,3,6,4,3,4,4,4,3,6,4,5,1,1,0,0,0,1,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1
e9W2D5TXBof9aXtQiYUFfg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,美味しいし、価格も手頃,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,3,1,4,1,2,6,2,2,3,2,4,2,4,3,6,1,1,1,1,0,0,1,0,0,,1,1,1,0,0,0,0,0,1,0,0,,1,0,1,0,0,0,0,0,1,0,0,9
Ea4je0d2dW_CVc9JGGDrhg,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,5,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,3,1,3,2,2,3,1,1,1,1,1,2,1,1,6,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2
eASh5SdctRdR3n_4FjqKeA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,13,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,3,3,3,4,5,5,3,6,5,4,5,4,4,4,4,1,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
eBu0LX6HPvCYlCsKJHvT2A,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,12,味が好きだから,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,1,3,3,3,3,3,4,1,2,3,1,4,3,5,1,1,0,1,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,3
EBUK5EDEQynpUg5$WFLpPg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,商品名にもあるようにこくがあって、おいしい。なおかつ、食べ飽きないから買っています。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,1,1,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
eC6wNyhQoiLCKjsAVpYZzw,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,2,ちょうど良い辛さ,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,39,6,1,2,2,2,2,3,2,3,2,3,3,3,2,5,1,1,0,0,0,1,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,3
eCAyJOwoHzu9PyU5ojjcbw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,一番うまいと思うが。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,3,2,5,5,3,6,4,4,4,6,6,1,5,2,5,1,1,0,0,0,0,0,0,0,,1,1,0,0,1,1,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,0,6
eDd1_YLLbAgZBYLyJ5Zo1A,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,7,まろやかな味をしているから。,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,3,1,3,2,3,3,3,3,2,3,2,3,3,2,3,1,1,0,1,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,1
eEGtg7aQo2EuNGkMpX$LsA,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2,何処のスーパーでも見かける,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,46,4,2,2,3,3,3,2,3,3,3,3,3,2,3,3,1,1,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1
EFIo71gTUknnkzwz0_wypw,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,13,食べやすい味が,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,3,1,4,1,1,4,3,6,3,5,6,2,5,3,6,1,1,0,0,0,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
eGjcYcCGoeSGBF5I9Sl5cg,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1,甘過ぎず、ちょうど良い味、美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,1,3,3,2,1,5,2,1,3,3,2,2,5,5,6,1,0,1,0,0,1,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
eheKKBi0Og3D0xypz4xNsQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,辛すぎなく食べやすい,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安売りしてた,2,46,1,1,3,2,2,5,3,3,5,5,6,3,6,6,3,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,8
eiTDenbTrkiSvStqrSbYVw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,から過ぎなくて旨味があって美味しいと思う。 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,3,1,4,1,4,6,6,6,4,6,6,6,3,6,3,1,1,0,0,0,1,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
EL6UUnFi6vl8YtT8P0GrhA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,特になし,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62,3,2,4,2,4,2,4,4,3,3,6,3,5,4,5,1,1,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,2
ElRbxk6K0Ad1IYupl3G$VQ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,辛さの程度が非常に自分に合っている,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,5,2,4,4,3,3,3,3,3,3,3,4,3,3,5,1,1,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,3
ENaSY_UaSLfkURz4a2lO6w,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,美味しくてコスパがいい,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,4,3,3,3,3,3,3,2,4,4,3,4,5,3,4,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,1,1,0,0,0,0,,1,1,0,0,0,1,1,0,0,0,0,1
enD31loxhKUyizCFoox1sQ,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,1,美味しい,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,たまたま安かった,1,48,1,4,3,1,1,6,2,2,3,3,3,6,4,3,4,1,1,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,1,0,0,8
EnLR0wh3W39klub69Sr3SQ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2,辛さがピカイチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,4,1,2,4,4,4,4,4,4,4,4,4,3,4,3,1,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,4
eqETHpOcLu$jOpkGbZtVNg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,3,1,1,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,11
eVnJB7q5rQ6B$bBL9oT4aQ,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,辛さがちょうどいいし、旨味がしっかり感じられるから。,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,43,5,1,4,4,3,5,5,3,5,3,3,2,6,4,3,1,1,0,1,0,0,1,1,0,,1,1,1,1,1,0,1,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,3
evwwSow8U_gX2OGPCCL_$g,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,8,値段が手頃でおいしい??,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,6,1,4,2,2,4,3,2,3,4,3,3,4,4,5,1,1,0,1,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,0,2
ew98wk6orKydrlva5J00Nw,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,味が食べやすい。おいしい。私は海産物が苦手だが、牛角キムチには入っていない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,5,4,4,2,2,6,3,6,3,6,4,6,6,6,4,1,1,0,1,0,1,0,0,0,,1,1,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2
Ex9t5LbWwyjW5$GjxyqjYQ,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,,1,辛さがちょうどいい,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,1,1,4,2,3,4,2,3,3,4,4,3,4,3,6,1,1,0,0,0,1,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,8
eYfZ9VHIJpu8ZZMR_$3XWg,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,,1,使い切りサイズだから、冷蔵庫が臭わないから 旨味と辛味のバランスが良いから,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,4,1,2,3,3,5,3,3,3,4,3,2,3,3,4,1,1,0,1,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
Ez0oWYut5WIAQAi3wi1DDA,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,量も多くて美味しい,1,0,1,1,0,1,1,0,0,0,,,,,,,,,,,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,3,3,1,2,2,2,3,2,2,2,3,2,3,1,6,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,2
f48ggYwn81uxKVUIKWY6Bg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,4,4,4,4,5,4,4,5,5,5,5,3,4,4,4,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,11
F5lwNnd5Bok89eApXOiGmQ,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,食べやすい味、値段も手頃。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,2,4,2,2,2,6,5,2,3,1,2,6,5,5,3,1,1,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1
f62L5D209mKsSi$Ds6m0qg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,美味し久手、安い,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,3,1,1,2,2,6,6,2,6,3,4,3,6,6,5,1,1,1,1,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,,1,1,1,0,0,1,0,0,0,0,0,2
FcALwl55ebferymdERqINw,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,,1,キムチの辛さがちょうど良く、美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,2,63,3,1,3,3,2,2,3,2,3,1,1,1,2,2,5,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,1,1,1,1,0,0,2
FcyJyLWteBIGWFVEOnLIJw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,酸味が強くないからたべやすい,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,5,1,2,3,3,6,3,3,6,5,6,4,6,5,6,1,0,0,1,0,1,1,0,0,,1,1,1,1,1,0,1,0,0,0,0,,1,1,1,1,1,0,1,0,0,0,0,7
fD0tSb9HnbrJpGyV3JCuyg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5,美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47,3,2,5,1,1,4,1,2,3,1,1,4,1,1,3,1,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2
fG2Jp1HazkAURzpKeyD5XA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,牛角ネーミング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,55,6,1,2,3,5,3,4,2,4,2,3,3,5,2,4,1,0,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,2
fhGfEEXTcZJNevUARHYgKA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,くどくない,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68,4,2,3,3,2,3,2,2,3,2,4,2,3,3,4,1,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,11
fI1euNEXJPTldiHG9pnMAQ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,特にない,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,6,2,3,3,3,4,2,3,3,3,3,2,3,2,5,1,1,0,1,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,3
fiVBRUl4NhNaEtdylYiUlQ,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,なんとなく,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,7,2,5,2,2,5,2,2,3,5,4,2,6,2,3,1,1,0,1,0,0,0,0,0,,1,1,0,0,1,1,1,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1
FlMy2Bf4zu4LgiWkU_K04A,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,,1,辛味も強くなく子供も食べられる 美味い,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,1,29,3,3,4,3,3,4,3,3,3,4,4,3,4,4,3,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,0,0,0,1,0,0,,1,0,1,0,0,0,0,0,1,0,0,1
FMj$EiZW5XtvdLwLrBLIFQ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,とにかく味が美味しい。家族みんなが好き。値段も手頃。,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,2,51,7,1,4,2,2,4,3,2,5,5,5,2,5,4,6,1,1,0,1,0,1,0,0,0,,1,1,1,0,1,1,1,0,1,0,0,,1,1,0,0,0,1,0,0,1,0,0,2
fMTwwTysFziiaBMIT8Ldww,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,少し甘辛でお酒のあてにピッタリ,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,2,53,5,4,1,4,4,6,6,4,4,3,2,6,4,6,6,1,1,0,0,0,0,1,0,0,,1,1,1,1,1,1,1,1,1,0,0,,1,1,1,1,1,0,1,0,1,0,0,1
fo4UMJ3892MQCwhVCVV8vw,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,おいしい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44,5,1,2,2,1,3,3,3,3,3,3,2,3,3,6,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,3
fpneQYlh3CF2Z_U1FXP6mg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,何と無く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,5,1,3,3,2,4,3,3,3,4,4,2,4,3,5,1,0,0,0,0,1,0,0,0,,0,0,0,0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,9
FPvcGrpgJnKlkHky6YnCNQ,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,5,味も価格も良いから,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44,3,1,2,2,2,3,2,2,2,5,2,2,4,6,5,1,1,0,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,3
fSVeW93N3XNbJZ_XIXDKtg,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,1,美味しい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44,1,1,4,1,1,6,1,6,6,6,6,1,6,6,3,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,8
